USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
34145,99999,COSFORD,UK,,EGWC,+52.640,-2.306,+0082.9,19940831,20181010
34150,99999,SHAWBURY (SAWS),UK,,,+52.800,-2.683,+0074.0,19880712,19951221
34160,99999,BOGUS ENGLAND,UK,,,,,,19840719,20050721
34180,99999,TERNHILL(RAF),UK,,,+52.867,-2.533,+0083.0,19730101,20050605
34185,99999,NOTTINGHAM EAST MIDLANDS,UK,,EGNX,+52.831,-1.328,+0093.3,19730101,20181010
34530,99999,COTTESMORE,UK,,EGXJ,+52.736,-0.649,+0140.5,19730101,20111109
34540,99999,TEMP FOR 03453,UK,,,+52.733,-0.667,+0138.0,19930318,20031204
34610,99999,WITTERING (AUT),UK,,,+52.617,-0.483,+0075.0,19840614,20060212
34620,99999,WITTERING,UK,,EGXT,+52.613,-0.476,+0083.2,19730301,20181010
34690,99999,HOLBEACH (AUT),UK,,EGYH,+52.867,+000.150,+0003.0,19851201,20181010
34700,99999,HOLBEACH RAF RANGE,UK,,EGYH,+52.883,+000.183,+0012.0,19640713,19810128
34701,99999,HOLBEACH RAF RANGE,UK,,,+52.850,+000.167,+0012.0,19780405,19810526
34705,99999,,,,,,,,19730731,19751021
34820,99999,MARHAM,UK,,EGYM,+52.648,+000.551,+0022.9,19490401,20181010
34850,99999,WEST RAYNHAM,UK,,EGYV,+52.783,+000.733,+0076.0,19730101,19760114
34870,99999,SCULTHORPE (AF MET),UK,,EGUP,+52.850,+000.767,+0065.0,19780707,20011018
34873,99999,SCULTHORPE (AF MET),UK,,EGUP,+52.850,+000.767,+0065.0,19490601,19900827
34875,99999,HIGH WICOMBE(USAF),UK,,EGUH,+51.620,-0.77,+0075.0,20040901,20041220
34880,99999,WEYBOURNE,UK,,,+52.950,+001.133,+0020.0,19860119,20181010
34920,99999,NORWICH,UK,,EGSH,+52.676,+001.283,+0035.7,19871202,20181010
34925,99999,NORWICH WEA CNTRE &,UK,,,+52.683,+001.283,+0037.0,19840909,19880105
34930,99999,CROMER (LGT-H),UK,,,+52.917,+001.317,+0062.0,19850128,19900904
34940,99999,CROMER,UK,,,+52.933,+001.317,+0044.0,19730309,20040722
34950,99999,COLTISHALL,UK,,EGYC,+52.755,+001.358,+0020.1,19730101,20060404
34960,99999,HEMSBY,UK,,,+52.683,+001.683,+0014.0,19730109,20100712
34970,99999,GORLESTON,UK,,,+52.583,+001.717,+0003.0,19260101,19811031
34980,99999,NEWARP (LGT-VSL),UK,,,+52.800,+001.833,+0005.0,19730227,19820801
34990,99999,BECAME STN 034991,UK,,,+52.717,+002.300,+0005.0,19730101,19820913
35010,99999,CAPEL DEWI,UK,,,+52.417,-4,+0092.0,19990514,20041029
35020,99999,ABERPORTH,UK,,EGUC,+52.133,-4.567,+0134.0,19730101,20181010
35030,99999,TRAWSGOED,UK,,,+52.350,-3.95,+0062.0,19830820,20181010
35031,99999,ESGAIRWEN,UK,,,+52.083,-4.017,+0332.0,19730101,19770301
35040,99999,CENARTH-IN-RADNOR,UK,,,+52.383,-3.533,+0305.0,19760601,19820106
35050,99999,SAINT HARMON,UK,,,+52.333,-3.483,+0279.0,19751117,20050405
35051,99999,CENARTH MILL,UK,,,+52.383,-3.5,+0282.0,19730101,19750729
35060,99999,,,,,,,,19731108,19740331
35070,99999,SENNYBRIDGE NO2,UK,,,+52.067,-3.617,+0307.0,19840614,20181010
35077,99999,NORWICH,UK,,,+52.683,+001.283,+0037.0,19770114,19840807
35110,99999,NEWCASTLE ON CLUN,UK,,,+52.433,-3.117,+0215.0,19860101,20060201
35120,99999,,,,,,,,19730101,19730514
35121,99999,LYONSHALL,UK,,,+52.183,-2.983,+0178.0,20070307,20070307
35200,99999,SHOBDON AIRFIELD,UK,,,+52.250,-2.883,+0099.0,19920801,20181010
35210,99999,MADLEY,UK,,,+52.033,-2.85,+0078.0,19840614,20040331
35220,99999,HEREFORD/CREDENHILL,UK,,,+52.083,-2.8,+0076.0,19291001,20181010
35250,99999,MALVERN,UK,,,+52.083,-2.3,+0053.0,20051002,20051002
35260,99999,BARBOURNE,UK,,,+52.200,-2.217,+0025.0,19971201,20030802
35270,99999,GREAT MALVERN,UK,,,+52.117,-2.3,+0044.0,19840614,20081107
35280,99999,PERSHORE,UK,,,+52.133,-2.033,+0040.0,19730101,19780217
35290,99999,PERSHORE,UK,,,+52.150,-2.033,+0031.0,19780301,20181010
35310,99999,BIRMINGHAM/EDBASTON,UK,,,+52.483,-1.933,+0163.0,19291001,19791013
35340,99999,BIRMINGHAM,UK,,EGBB,+52.454,-1.748,+0099.7,19730101,20181010
35350,99999,COLESHILL,UK,,,+52.483,-1.683,+0096.0,20010706,20181010
35360,99999,HINTS/LICHFIELD MST,UK,,,+52.633,-0.567,+0030.0,19781220,19820203
35410,99999,COVENTRY AIRPORT,UK,,,+52.367,-1.483,+0085.0,19761221,19880105
35411,99999,,,,,,,,19730101,19751005
35413,99999,COVENTRY,UK,,EGBE,+52.370,-1.48,+0081.4,19880105,20170718
35420,99999,RAF HETHEL,UK,,,+52.567,+001.167,+0049.0,19430623,19450521
35430,99999,RAF RIDGEWELL,UK,,,+52.050,+000.550,+0079.0,19431231,19450608
35440,99999,CHURCH LAWFORD,UK,,,+52.367,-1.333,+0106.0,19830824,20181010
35450,99999,RAF GREAT ASHFIELD,UK,,,+52.250,+000.950,+0061.0,19430731,19440630
35460,99999,RAF TIBENHAM,UK,,,+52.450,+001.150,+0054.0,19431201,19450522
35471,99999,BITTESWELL,UK,,EGBC,+52.450,-1.25,+0134.0,19730101,19790629
35480,99999,RAF SNETTERTON HEATH,UK,,,+52.467,+000.950,+0045.0,19430701,19440630
35490,99999,RAF OLD BUCKENHAM,UK,,,+52.500,+001.067,+0059.0,19440107,19450510
35500,99999,RAF BODNEY,UK,,,+52.567,+000.717,+0040.0,19430830,20070501
35510,99999,RAF HORHAM,UK,,,+52.317,+001.233,+0055.0,19430520,19440630
35520,99999,RAF DUXFORD,UK,,,+52.100,+000.133,+0030.0,19430620,19440630
35530,99999,RAF DEENETHORPE,UK,,,+52.500,-0.583,+0101.0,19431111,19450604
35540,99999,KINGS CLIFF RAF,UK,,,+52.567,-0.483,+0077.0,19431007,19450903
35560,99999,,,,,,,,19420925,19440525
35570,99999,CRANFIELD,UK,,,+52.067,-0.617,+0111.0,20031003,20050928
35571,99999,CRANFIELD,UK,,,+52.067,-0.617,+0111.0,19730101,19900125
35573,99999,CRANFIELD,UK,,EGTC,+52.072,-0.617,+0109.1,19900208,20181010
35580,99999,BEDFORD AIRPORT,UK,,,+52.217,-0.483,+0089.0,19730101,20050407
35590,99999,CARDINGTON,UK,,,+52.100,-0.417,+0029.0,19300301,20050203
35600,99999,BEDFORD,UK,,,+52.217,-0.483,+0084.0,19870409,20181010
35610,99999,RAF BURY ST EDMUNDS,UK,,,+52.250,+000.767,+0063.0,19421221,19440630
35620,99999,ALCONBURY RAF,UK,,EGWZ,+52.367,-0.217,+0047.9,19990515,20050710
35621,99999,ALCONBURY RAF,UK,,,+52.367,-0.217,+0049.0,19730101,19880105
35623,99999,ALCONBURY RAF     &,UK,,,+52.367,-0.217,+0049.0,19430113,19950331
35630,99999,THORPE ABBOTTS RAF,UK,,,+52.383,+001.217,+0050.0,19430701,19440630
35660,99999,WYTON,UK,,EGUY,+52.357,-0.108,+0041.1,19501003,20151004
35661,99999,ISLAY,UK,,EGPI,+55.682,-6.257,+0017.1,20040510,20181010
35671,99999,BASSINGBOURN,UK,,,+52.100,-0.05,+0023.0,19501101,20070307
35710,99999,CAMBRIDGE,UK,,,+52.200,+000.183,+0015.0,19730101,19750106
35715,99999,CAMBRIDGE,UK,,EGSC,+52.205,+000.175,+0014.3,19770201,20181010
35770,35046,MILDENHALL RAF,UK,,EGUN,+52.367,+000.483,+0010.0,19990101,20181010
35770,99999,MILDENHALL,UK,,EGUN,+52.362,+000.486,+0010.1,19930701,20071231
35771,99999,MILDENHALL RAF    &,UK,,,+52.367,+000.483,+0010.0,19730101,19880105
35773,99999,MILDENHALL RAF    &,UK,,,+52.367,+000.483,+0010.0,19500714,19950831
35780,99999,,,,,,,,19350701,19390930
35810,99999,FELTWELL,UK,,,+52.483,+000.517,+0014.0,19490103,19541231
35830,35034,LAKENHEATH RAF,UK,,EGUL,+52.417,+000.567,+0010.0,19990102,20181010
35830,99999,LAKENHEATH,UK,,EGUL,+52.409,+000.561,+0009.8,19930701,20071231
35831,99999,LAKENHEATH RAF,UK,,,+52.400,+000.567,+0010.0,19730101,19880105
35833,99999,LAKENHEATH RAF,UK,,EGUL,+52.400,+000.567,+0010.0,19490501,19950525
35860,99999,HONINGTON,UK,,,+52.333,+000.767,+0053.0,19730101,20031130
35881,99999,SHEPHERD'S GROVE,UK,,,+52.317,+000.917,+0060.0,19510601,19590109
35900,99999,WATTISHAM,UK,,EGUW,+52.127,+000.956,+0086.6,19730101,20181010
35905,99999,NEWTON,UK,,EGXN,+52.967,-0.983,+0055.0,19950210,20011103
35930,99999,BECCLES (AUX),UK,,,+52.433,+001.617,+0022.0,19900201,20030120
35951,99999,WOODBRIDGE RAF,UK,,,+52.083,+001.400,+0029.0,19730101,19880105
35953,99999,WOODBRIDGE RAF,UK,,EGVG,+52.083,+001.400,+0029.0,19541001,20070307
35961,99999,BENTWATERS RAF,UK,,,+52.133,+001.433,+0026.0,19730101,19880105
35963,35048,BENTWATERS RAF,UK,,EGVJ,+52.133,+001.433,+0026.0,19930104,19930331
35963,99999,BENTWATERS RAF,UK,,EGVJ,+52.133,+001.433,+0025.9,19450101,19921229
35980,99999,ALDEBURGH,UK,,,+52.150,+001.600,+0009.0,19730402,20050908
35990,99999,HENLOW,UK,,,+52.017,-0.267,+0095.0,19730101,19810601
36010,99999,ST. ANNES HEAD,UK,,,+51.683,-5.167,+0043.0,19291001,20160906
36030,99999,BRAWDY(RAF),UK,,,+51.883,-5.117,+0111.0,19741008,20010925
36040,99999,MILFORD HAVEN CONSERVANCY BOARD,UK,,,+51.700,-5.05,+0032.0,19730101,20181010
36050,99999,PEMBRY SANDS,UK,,EGOP,+51.717,-4.367,+0003.0,19930301,20181010
36060,99999,MONKSTONE PT.,UK,,,+51.700,-4.667,+0084.0,19730308,19830626
36061,99999,MONKSTONE POINT,UK,,,+51.700,-4.667,+0084.0,20070306,20070307
36070,99999,PENDINE (AUT),UK,,,+51.750,-4.517,+0005.0,19730101,19880826
36080,99999,PENDINE (AUT),UK,,,+51.750,-4.517,+0005.0,19880828,20010323
36090,99999,MUMBLES HEAD,UK,,,+51.567,-3.983,+0032.0,19730104,20181010
36095,99999,SWANSEA,UK,,EGFH,+51.605,-4.068,+0091.1,19770126,19990127
36100,99999,PENCELLI (AUX),UK,,,+51.917,-3.317,+0160.0,19900101,20050528
36110,99999,BRYNAMMAN,UK,,,+51.817,-3.867,+0182.0,19730101,19851107
36120,99999,TRECASTLE,UK,,,+51.950,-3.7,+0312.0,19730101,19881031
36130,99999,CWMBARGOED,UK,,,+51.750,-3.333,+0372.0,19730101,19921001
36140,99999,CILFYNYDD,UK,,,+51.633,-3.3,+0194.0,19730716,20050505
36150,99999,ABERDARE,UK,,,+51.717,-3.467,+0174.0,19730101,19790427
36170,99999,STOREY ARMS,UK,,,+51.867,-3.483,+0457.0,19870405,20030202
36240,99999,KYMIN,UK,,,+51.817,-2.683,+0181.0,19730101,19781110
36250,99999,WYESHAM,UK,,,+51.800,-2.7,+0038.0,19791015,19800701
36260,99999,BERRY HILL,UK,,,+51.800,-2.617,+0025.0,19800910,19830312
36270,99999,ROSS-ON-WYE,UK,,,+51.917,-2.583,+0068.0,19291001,19741022
36280,99999,FILTON,UK,,,+51.517,-2.583,+0059.0,19370601,20181010
36283,99999,BRISTOL FILTON,UK,,EGTG,+51.519,-2.591,+0068.9,19940718,20121221
36330,99999,GLOUCESTER,UK,,,+51.867,-2.217,+0024.0,19730101,19821109
36333,99999,GLOUCESTERSHIRE,UK,,EGBJ,+51.894,-2.167,+0030.8,19771001,20181010
36380,99999,KEMBLE RAF,UK,,,+51.667,-2.05,+0133.0,19730101,19880105
36383,99999,KEMBLE,UK,,EGBP,+51.668,-2.057,+0132.0,19880105,19920331
36440,99999,FAIRFORD,UK,,EGVA,+51.682,-1.79,+0087.2,19520610,20181010
36460,99999,,,,,,,,19730101,19760430
36470,99999,LITTLE RISSINGTON,UK,,,+51.867,-1.683,+0210.0,19840614,20181010
36490,99999,BRIZE NORTON,UK,,EGVN,+51.750,-1.584,+0087.8,19510801,20181010
36530,99999,ABINGDON(RAF),UK,,,+51.683,-1.317,+0080.0,19730101,19751113
36550,99999,UPPER HEYFORD(USAF),UK,,,+51.933,-1.25,+0134.0,19301231,19390930
36551,99999,UPPER HEYFORD RAF,UK,,,+51.933,-1.25,+0133.0,19730101,19880105
36553,99999,UPPER HEYFORD RAF,UK,,EGUA,+51.933,+001.250,+0133.0,19511101,19931215
36570,99999,BENSON (AUT),UK,,,+51.617,-1.1,+0057.0,19840713,19930624
36580,99999,BENSON,UK,,EGUB,+51.616,-1.096,+0068.9,19730101,20181010
36584,99999,COLERNE,UK,,EGUO,+51.439,-2.286,+0180.7,19420401,20180321
36600,99999,HIGH WYCOMBE HQAIR,UK,,,+51.683,-0.8,+0205.0,19971201,20181010
36690,99999,,,,,,,,19420810,19600731
36720,99999,NORTHOLT,UK,,EGWU,+51.553,-0.418,+0037.8,19730101,20181010
36731,99999,LUTON ARPT,UK,,,+51.883,-0.367,+0160.0,19730101,19880105
36733,99999,LUTON,UK,,EGGW,+51.875,-0.368,+0160.3,19880105,20181010
36740,99999,CHENIES(AUTO),UK,,,+51.683,-0.533,+0139.0,19921001,20010414
36800,99999,ROTHAMSTED,UK,,,+51.800,-0.358,+0128.0,20130820,20181010
36830,99999,STANSTED,UK,,EGSS,+51.885,+000.235,+0106.1,19730101,20181010
36840,99999,ANDREWSFIELD,UK,,,+51.883,+000.450,+0087.0,19980301,20181010
36880,99999,WETHERSFIELD(RAF),UK,,,+51.967,+000.500,+0098.0,19520507,19851015
36881,99999,WEATHERSFIELD RAF,UK,,EGVT,+51.967,+000.500,+0101.0,19740117,19770617
36883,99999,WEATHERSFIELD RAF,UK,,EGVT,+51.967,+000.500,+0101.0,19890304,19900122
36911,99999,SOUTHEND AIRPORT,UK,,,+51.567,+000.700,+0015.0,19730101,19880105
36913,99999,SOUTHEND,UK,,EGMC,+51.571,+000.696,+0014.9,19880105,20181010
36930,99999,SHOEBURYNESS  LANDWICK,UK,,,+51.550,+000.833,+0003.0,19291001,20181010
36940,99999,SHOEBURYNESS (AUT),UK,,,+51.550,+000.833,+0002.0,19850116,19940730
36950,99999,THAMES TOWER (AUT),UK,,,+51.667,+001.100,+0008.0,19811124,20041013
36960,99999,WALTON-ON-THE-NAZE,UK,,,+51.850,+001.283,+0005.0,19730117,20070621
36970,99999,FELIXSTOWE,UK,,,+51.950,+001.333,+0003.0,19290801,19390930
36980,99999,TONGUE (LGT-VSL),UK,,,+51.517,+001.383,+0015.0,19291001,19820914
36990,99999,GALLOPER (LGT-VSL),UK,,,+51.733,+001.967,+0005.0,19730101,19770612
37000,99999,SAINT GOWAN L.V.,UK,,,+51.500,-5,+0005.0,19730207,20060207
37010,99999,GAWLISH,UK,,,+51.017,-4.5,+0122.0,19890301,20050607
37020,99999,LUNDY ISL (LGT-H),UK,,,+51.167,-4.65,+0043.0,19730101,20030804
37030,99999,HARTLAND POINT,UK,,,+51.017,-4.533,+0091.0,19380520,19831129
37031,99999,HARTLAND POINT,UK,,,+51.033,-4.533,+0091.0,20070307,20070307
37040,99999,HARTLAND,UK,,,+50.983,-4.467,+0142.0,19840614,20030302
37060,99999,ILFRACOMBE C.G.,UK,,,+51.217,-4.083,+0061.0,19730308,19801130
37061,99999,ILFRACOMBE C.G.,UK,,,+51.217,-4.083,+0061.0,20070307,20070307
37070,99999,CHIVENOR,UK,,EGDC,+51.087,-4.15,+0008.2,19730101,20181010
37090,99999,MINEHEAD,UK,,,+51.200,-3.45,+0010.0,19870301,20051001
37100,99999,LISCOMBE,UK,,,+51.083,-3.6,+0347.0,19930113,20181010
37110,99999,EXTON,UK,,,+51.000,-3.483,+0332.0,19730101,19880508
37120,99999,TIVINGTON,UK,,,+51.200,-3.533,+0083.0,19890101,20051001
37150,99999,CARDIFF,UK,,EGFF,+51.397,-3.343,+0067.1,19730101,20181010
37155,99999,ST ATHAN,UK,,,+51.400,-3.433,+0051.0,19940818,20050427
37160,99999,ST ATHAN,UK,,EGDX,+51.405,-3.436,+0049.7,20010706,20181010
37170,99999,CARDIFF WEATHER CENTRE,UK,,,+51.483,-3.183,+0052.0,19840614,20060616
37241,99999,BRISTOL/LULSGATE,UK,,,+51.383,-2.717,+0189.0,19730101,19880105
37243,99999,BRISTOL,UK,,EGGD,+51.383,-2.719,+0189.6,19880105,20181010
37260,99999,BRISTOL WEA CENTER,UK,,,+51.467,-2.6,+0011.0,19810801,20040819
37400,99999,LYNEHAM,UK,,EGDL,+51.505,-1.993,+0156.4,19730101,20181010
37430,99999,LARKHILL,UK,,,+51.200,-1.8,+0133.0,19890601,20181010
37435,99999,GREENHAM COMMON RAF,UK,,EGVI,+51.383,-1.283,+0122.0,19760428,19920417
37440,99999,UPAVON,UK,,EGDJ,+51.300,-1.767,+0175.0,19730101,20040827
37450,99999,NETHERAVON(RA),UK,,,+51.250,-1.767,+0139.0,19730101,20020315
37460,99999,BOSCOMBE DOWN,UK,,EGDM,+51.152,-1.747,+0124.1,19310101,20181010
37480,99999,WINCHESTER,UK,,,+51.067,-1.317,+0083.0,19291001,19330831
37490,99999,MIDDLE WALLOP,UK,,EGVP,+51.150,-1.567,+0091.0,19730809,20181010
37520,99999,,,,,,,,19730101,19760331
37590,99999,TEST SAMOS 03761,UK,,,+51.250,-0.95,+0123.0,19930407,20000728
37610,99999,ODIHAM,UK,,EGVO,+51.234,-0.943,+0123.4,19730101,20181010
37630,99999,BRACKNELL/BEAUFORT,UK,,EGRR,+51.383,-0.783,+0074.0,19730101,20151107
37640,99999,BRACKNELL (AUT),UK,,,+51.383,-0.8,+0075.0,19871202,20040206
37660,99999,FARNBOROUGH (MIL),UK,,EGUF,+51.283,-0.767,+0072.0,19291001,20051011
37661,99999,BIGGIN HILL,UK,,,+51.283,+000.033,+0000.0,19840519,19880105
37663,99999,BIGGIN HILL,UK,,EGKB,+51.331,+000.033,+0182.3,19880105,20181010
37670,99999,LIPHOOK,UK,,,+51.083,-0.817,+0098.0,19730101,19880706
37680,99999,FARNBOROUGH,UK,,EGLF,+51.276,-0.776,+0072.5,19880501,20181010
37683,99999,CITY,UK,,EGLC,+51.505,+000.055,+0005.8,19880129,20181010
37690,99999,CHARLWOOD,UK,,,+51.144,-0.229,+0068.0,19920301,20181010
37700,99999,ST JAMES PARK,UK,,,+51.500,-0.117,+0005.0,20091218,20181010
37720,99999,HEATHROW,UK,,EGLL,+51.478,-0.461,+0025.3,19481201,20181010
37740,99999,CRAWLEY,UK,,,+51.083,-0.217,+0144.0,20011105,20070307
37750,99999,KEW-IN-LONDON,UK,,,+51.467,-0.317,+0005.0,19291001,19820510
37760,99999,GATWICK,UK,,EGKK,+51.148,-0.19,+0061.6,19730101,20181010
37770,99999,PURLEY OAKS,UK,,,+51.350,-0.117,+0066.0,19290801,19390930
37780,99999,LONDON WEA CENTER,UK,,,+51.517,-0.117,+0023.0,19730101,20030514
37790,99999,LONDON WEA CENTER,UK,,EGRB,+51.500,-0.117,+0039.0,19920401,20100201
37800,99999,REDHILL,UK,,,+51.217,-0.133,+0063.0,20010702,20060228
37810,99999,KENLEY AIRFIELD,UK,,,+51.300,-0.083,+0170.0,19880201,20181010
37815,99999,LEAVESDEN,UK,,EGTI,+51.683,-0.417,+0102.0,19730101,19950409
37820,99999,BLACKWALL,UK,,,+51.517,+000.017,+0005.0,19741127,19881104
37830,99999,GALLIONS REACH,UK,,,+51.500,-0.067,+0012.0,19730101,19791011
37840,99999,GRAVESEND-BROADNESS,UK,,,+51.467,+000.300,+0003.0,19960201,20180830
37850,99999,CHARING,UK,,,+51.200,+000.783,+0091.0,19800910,20011231
37860,99999,GRAVESEND,UK,,,+51.433,+000.383,+0005.0,19730101,20041016
37871,99999,WEST MALLING,UK,,,+51.283,+000.417,+0104.0,19601201,19640630
37890,99999,JUBILEE CORNER,UK,,,+51.183,+000.633,+0047.0,19730105,19961002
37900,99999,EAST MALLING (AUT),UK,,,+51.283,+000.450,+0032.0,19851201,20011118
37910,99999,SHEERNESS,UK,,,+51.450,+000.750,+0025.0,19730101,20080731
37920,99999,DODDINGTON,UK,,,+51.283,+000.783,+0091.0,19730101,19800913
37930,99999,ANVIL GREEN,UK,,,+51.200,+001.017,+0139.0,19730101,20050218
37940,99999,BECAME STN 037941,UK,,,+51.150,+001.383,+0091.0,19730308,19791003
37950,99999,LYMPNE,UK,,,+51.083,+001.017,+0104.0,19290801,19390930
37951,99999,ASHFORD,UK,,EGMK,+51.150,+000.883,+0107.0,19730101,19741221
37960,99999,LANGDON BAY,UK,,,+51.133,+001.350,+0117.0,19730308,20181010
37970,35047,MANSTON,UK,,EGMH,+51.350,+001.333,+0050.0,19300228,20181010
37970,99999,MANSTON,UK,,EGMH,+51.342,+001.346,+0054.3,20000101,20071231
37980,99999,FALLS (LGT-VSL),UK,,,+51.300,+001.817,+0005.0,19730101,19820913
37990,99999,EAST GOODWIN L.V.,UK,,,+51.217,+001.600,+0005.0,19730101,19820623
38000,99999,SCILLY/ST. MARY'S,UK,,,+49.917,-6.283,+0045.0,19890124,20031002
38010,99999,,,,,,,,20010625,20021121
38020,99999,SCILLY/ROUND ISLAND,UK,,,+49.983,-6.317,+0038.0,19820304,20050829
38030,99999,SCILLY/SAINT MARY'S,UK,,EGHE,+49.917,-6.3,+0031.0,19860101,20181010
38040,99999,SCILLY/ST.MARYS,UK,,EGHE,+49.933,-6.3,+0051.0,19260101,20021106
38050,99999,SEVEN STONES L.V.,UK,,,+50.050,-6.067,+0005.0,19730227,19820801
38060,99999,LANDS END ARPT,UK,,EGHC,+50.064,-5.709,+0063.0,19730308,20181010
38080,99999,CAMBORNE,UK,,,+50.217,-5.317,+0088.0,19730101,20181010
38090,99999,CULDROSE,UK,,EGDR,+50.086,-5.256,+0081.4,19730101,20181010
38100,99999,PENDENNIS POINT,UK,,,+50.150,-5.067,+0042.0,19840614,20070621
38110,99999,PORT PENDENNIS,UK,,,+50.133,-5.033,+0061.0,19291001,19340404
38140,99999,LIZARD,UK,,,+49.950,-5.183,+0057.0,19320510,20020831
38150,99999,LIZARD LIGHTHOUSE,UK,,,+49.967,-5.2,+0060.0,19880719,20030529
38170,99999,ST MAWGAN,UK,,EGDG,+50.433,-5,+0118.9,19730101,20081201
38200,99999,DAVIDSTOW MOOR,UK,,,+50.633,-4.6,+0291.0,19920501,20040331
38230,99999,CARDINHAM  BODMIN,UK,,,+50.500,-4.667,+0199.0,19870708,20181010
38240,99999,BASTREET,UK,,,+50.567,-4.483,+0238.0,19750122,20040919
38250,99999,,,,,,,,19730101,19740430
38270,99999,PLYMOUTH/MOUNTBATTE,UK,,EGDB,+50.350,-4.117,+0027.0,19730101,20181010
38273,99999,PLYMOUTH,UK,,EGHD,+50.423,-4.106,+0145.1,19880318,20111223
38280,99999,SOUTHWEST YELVERTON,UK,,,+50.483,-4.1,+0198.0,19291001,19390930
38300,99999,BURRINGTON,UK,,,+50.933,-3.983,+0199.0,19750521,20011001
38310,99999,NORTH HESSARY TOR,UK,,,+50.550,-4,+0510.0,19730101,20050323
38320,99999,OKEHAMPTON,UK,,,+50.717,-4,+0372.0,19760601,19891001
38330,99999,CHAWLEIGH,UK,,,+50.900,-3.8,+0160.0,19730101,19830116
38340,99999,PRAWLE POINT,UK,,,+50.200,-3.717,+0059.0,19730308,19830802
38341,99999,PRAWLE POINT,UK,,,+50.200,-3.717,+0059.0,20070307,20070307
38370,99999,BRIXHAM,UK,,,+50.400,-3.483,+0008.0,19730308,20070705
38390,99999,EXETER,UK,,EGTE,+50.734,-3.414,+0031.1,19730101,20181010
38400,99999,DUNKESWELL AERODROME,UK,,,+50.867,-3.233,+0253.0,19910531,20181010
38410,99999,TEMP FOR 038400,UK,,,+50.867,-3.25,+0255.0,19830825,20021227
38450,99999,BEER-IN-DEVON,UK,,,+50.700,-3.1,+0052.0,19730308,19840607
38530,99999,YEOVILTON,UK,,EGDY,+51.009,-2.639,+0022.9,19730101,20181010
38550,99999,PORTLAND BILL C.G.,UK,,,+50.517,-2.433,+0053.0,19730112,20021101
38560,99999,PORTLAND BILL (LH),UK,,,+50.517,-2.45,+0011.0,19291001,20041129
38570,99999,ISLE OF PORTLAND,UK,,,+50.517,-2.45,+0052.0,19730809,20181010
38580,99999,PORTLAND HELIPORT,UK,,EGDP,+50.567,-2.45,+0003.0,19730108,20021220
38590,99999,POOLE HARBOR,UK,,,+50.700,-1.983,+0005.0,20040909,20040910
38600,99999,ANVIL POINT,UK,,,+50.583,-1.967,+0034.0,19780111,19810925
38610,99999,CHRISTCHURCH BAY,UK,,,+50.700,-1.667,+0007.0,19811107,20020708
38620,99999,BOURNEMOUTH,UK,,EGHH,+50.780,-1.843,+0011.6,19730101,20181010
38630,99999,THE NEEDLES (CAPE),UK,,,+50.667,-1.583,+0086.0,19730308,19860530
38640,99999,,,,,,,,19291001,19390930
38650,99999,SOUTHAMPTON,UK,,EGHI,+50.950,-1.357,+0013.4,19730101,20181010
38660,99999,WIGHT: ST. CATHERINES POINT,UK,,,+50.583,-1.3,+0024.0,19730101,20181010
38670,99999,LEE-ON-SOLENT,UK,,,+50.817,-1.217,+0010.0,19730105,20050811
38690,99999,CALSHOT-IN-HANTS,UK,,,+50.817,-1.3,+0003.0,19730308,19830704
38700,99999,NAB TOWER LH (DEAD),UK,,,+50.667,-0.95,+0024.0,19810121,19830713
38710,99999,,,,,,,,19730101,19761101
38720,99999,THORNEY ISLAND,UK,,,+50.817,-0.917,+0003.0,19840703,20181010
38730,99999,TOTLAND,UK,,,+50.683,-1.533,+0020.0,19890112,19960331
38740,99999,SOLENT,UK,,,+50.800,-1.217,+0013.0,19860602,20150227
38750,99999,WELLOW,UK,,,+50.683,-1.45,+0025.0,19890501,20070307
38760,99999,SHOREHAM,UK,,EGKA,+50.836,-0.297,+0002.1,19861201,20181010
38770,99999,EAST HOATHLY,UK,,,+50.917,+000.150,+0038.0,19730101,20050817
38790,99999,SHOREHAM-BY-SEA,UK,,,+50.817,-0.25,+0005.0,19730209,19880105
38793,99999,SHOREHAM-BY-SEA,UK,,,+50.817,-0.267,+0018.0,19880105,19901016
38800,99999,NEWHAVEN (LGT-H),UK,,,+50.783,+000.050,+0005.0,19730101,20020929
38810,99999,BREDE,UK,,,+50.933,+000.600,+0082.0,19880808,20050405
38820,99999,HERSTMONCEUX  WEST END,UK,,,+50.900,+000.317,+0052.0,19921201,20181010
38830,99999,EASTBOURNE,UK,,,+50.783,+000.300,+0003.0,19730308,20050907
38840,99999,HERSTMONCEUX,UK,,,+50.867,+000.333,+0017.0,19761101,20030125
38850,99999,ROYAL SOVEREIGN(LH),UK,,,+50.717,+000.450,+0023.0,19730101,19821213
38860,99999,FAIRLIGHT,UK,,,+50.867,+000.633,+0143.0,19730308,19910107
38871,99999,LYDD AIRPORT,UK,,,+50.950,+000.933,+0003.0,19750109,19880105
38873,99999,LYDD,UK,,EGMD,+50.956,+000.939,+0004.0,19880105,20181010
38880,99999,DUNGENESS,UK,,,+50.917,+000.967,+0003.0,19291001,19800314
38900,99999,CHANNEL (LGT-VSL),UK,,,+49.900,-2.917,+0089.0,19790201,19820916
